id;name;geoid;geoname;value;datetime
600;Precio mercado SPOT Diario España;3;España;50.87;2021-01-01T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;48.19;2021-01-01T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;44.68;2021-01-01T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;38.5;2021-01-01T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;36.8;2021-01-01T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;36.55;2021-01-01T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;36.6;2021-01-01T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;36.55;2021-01-01T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;36.55;2021-01-01T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;36.55;2021-01-01T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;37.55;2021-01-01T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;37.55;2021-01-01T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;37.55;2021-01-01T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;37.55;2021-01-01T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;36.6;2021-01-01T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;35.5;2021-01-01T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;36;2021-01-01T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;38.5;2021-01-01T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;52.01;2021-01-01T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;55.16;2021-01-01T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;57.4;2021-01-01T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;53.86;2021-01-01T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;53.45;2021-01-01T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;49.72;2021-01-01T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;46.69;2021-01-02T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;42.43;2021-01-02T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;40.1;2021-01-02T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;39.11;2021-01-02T03:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;37.55;2021-01-02T04:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;37.7;2021-01-02T05:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;39.6;2021-01-02T06:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;43.34;2021-01-02T07:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;48.45;2021-01-02T08:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;51.6;2021-01-02T09:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;52;2021-01-02T10:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;51.25;2021-01-02T11:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;50.56;2021-01-02T12:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;50.57;2021-01-02T13:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;50.57;2021-01-02T14:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;48.45;2021-01-02T15:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;50.25;2021-01-02T16:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;54.23;2021-01-02T17:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;58.65;2021-01-02T18:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;60.43;2021-01-02T19:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;60.03;2021-01-02T20:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;55.03;2021-01-02T21:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;52.25;2021-01-02T22:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;48.45;2021-01-02T23:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;46.11;2021-01-03T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;43;2021-01-03T01:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;39.55;2021-01-03T02:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;37.44;2021-01-03T03:00:00+01:00
